wordKey,exp
"cemetery","They went to the cemetery to visit their grandfather's grave."
"creature","There were some creatures that he hadn't seen before."
"curse","The wicked witch cursed his farm."
"curse","He was outraged and started to curse at them."
"curse","Some drivers are so irritable that they curse others for not driving well."
"disguise","She put on a wig and sunglasses as a disguise."
"disguise","They went there in disguise to avoid being recognized."
"disguise","Losing his job turned out to be a blessing in disguise, as he landed a better job later."
"disguise","He disguised himself to trick them."
"disguise","They tried to disguise their opposition by forced laughter."
"fancy","Do you fancy going shopping in the evening?"
"fancy","He had always fancied her since his adolescence."
"fancy","Sheldon fancied himself as the brain of the group."
"fancy","They both wore fancy attires to the event."
"flashlight","They carried flashlights to see their steps in the dark."
"flashlight","Suddenly, a flashlight shone into the room."
"hood","When it started to rain, he put on his hood to avoid getting soaked."
"hood","After the accident, there was a dent in the hood of his car."
"hood","The mechanic lifted the hood to inspect the engine."
"inhabitant","The village didn't have many inhabitants."
"nourish","She did everything she could to nourish her children."
"nourish","The farmer used compost to nourish his plants."
"nourish","He kept nourishing his dream until it became a reality."
"pirate","Some pirates attacked them and took some of them prisoners."
"publication","He had been running a publication for healthcare."
"publication","Her latest book gained popularity shortly after its publication."
"riddle","She gave the kids a riddle to solve."
"riddle","He was deliberately speaking in riddles to buy them some time."
"rot","After a few months, the trunk started to rot."
"rot","The wooden floor on the deck began to rot away over the years."
"shortly","Shortly after they came back from the trip, he got a promotion."
"skeleton","The paleontologist found the skeleton of a dinosaur."
"spoil","She forgot to put the fruit in the fridge, and it spoiled."
"spoil","He didn't want to eat junk food to avoid spoiling his appetite."
"spoil","She spoiled the movie for him by saying what happened."
"starve","Dozens of people starved to death during the famine."
"starve","There wasn't any food in the fridge and they were starving."
"thrill","They loved the thrill of climbing the cliff."
"thrill","Some people do dangerous activities just because of the thrill of it."
"thrill","It gave him a thrill to see his friend after a long time."
"thrill","The magician's incredible tricks thrilled the audience."
"wicked","He was a wicked man who hated children."
"alert","She alerted the tourists about the danger zone."
"alert","He sent them a message to alert them of detonation."
"alert","They issued a hurricane alert, making all the inhabitants seek a safe place."
"alert","All hospitals in the city were on alert due to the outbreak of a contagious virus."
"alert","After drinking two cups of coffee, he felt very alert."
"broadcast","They were watching a live broadcast in the bar."
"broadcast","A radio broadcast was talking about the death of a celebrity."
"broadcast","The final match was broadcast live to all provinces."
"broadcast","After only a few days, their affair was broadcast to the entire town."
"bulletin","They published a bulletin reporting on the status of the firm."
"bulletin","Professor Geller was putting a bulletin on the notice board to inform students about their scores."
"bump","He accidentally hit the baby against the wall, which gave her a bump on her head."
"bump","She overlooked the bump and fell off her bike."
